#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TOOLTIPfuneralBLACKFYRE;[This.GetFirstName] wielded the famous Valyrian steel greatsword Blackfyre, once the weapon of Aegon the Conqueror;[This.GetFirstName] maniait la fameuse épée en acier valyrien Feunoyr, qui fut l'arme d'Aegon le Conquérant.;;;[This.GetFirstName] blandió la famosa espada Fuegonegro, la espada ancestral de Aegon el Conquistador.;;;;;;;;;x
TOOLTIPfuneralBRIGHTROAR;[This.GetFirstName] wielded the Valyrian steel sword Brightroar, the once lost ancestral blade of House Lannister;[This.GetFirstName] maniait la fameuse épée en acier valyrien Rugissante, la lâme ancestrale de la maison Lannister.;;;[This.GetFirstName] blandió la famosa espada Rugido, la espada ancestral de la casa Lannister.;;;;;;;;;x
TOOLTIPfuneralHEARTSBANE;[This.GetFirstName] wielded the Valyrian steel sword Heartsbane, the ancestral blade of House Tarly;[This.GetFirstName] maniait la fameuse épée en acier valyrien Corvenin, la lâme ancestrale de la maison Tarly.;;;[This.GetFirstName] blandió la famosa espada Veneno de Corazón, la espada ancestral de la casa Tarly.;;;;;;;;;x
TOOLTIPfuneralNIGHTFALL;[This.GetFirstName] wielded the Valyrian steel sword Nightfall, the ancestral blade of House Harlaw;[This.GetFirstName] maniait la fameuse épée en acier valyrien Crépuscule, la lâme ancestrale de la maison Harloi.;;;[This.GetFirstName] blandió la famosa espada Anochecer, la espada ancestral de la casa Harlaw.;;;;;;;;;x
TOOLTIPfuneralDARKSISTER;[This.GetFirstName] wielded the Valyrian steel sword Dark Sister, one of the ancestral blades of House Targaryen;[This.GetFirstName] maniait la fameuse épée en acier valyrien Noire Sœur, l'une des lâmes ancestrales de la maison Targaryen.;;;[This.GetFirstName] blandió la famosa espada Hermana Negra, una de las espadas ancestrales de la casa Targaryen.;;;;;;;;;x
TOOLTIPfuneralLADYFORLORN;[This.GetFirstName] wielded the Valyrian steel sword Lady Forlorn, the ancestral blade of House Corbray;[This.GetFirstName] maniait la fameuse épée en acier valyrien Dame Affliction, la lâme ancestrale de la maison Corbois.;;;[This.GetFirstName] blandió la famosa espada Dama Desesperada, la espada ancestral de la casa Corbray.;;;;;;;;;x
TOOLTIPfuneralREDRAIN;[This.GetFirstName] wielded the Valyrian steel sword Red Rain, the ancestral blade of House Reyne, and later of House Drumm;[This.GetFirstName] maniait la fameuse épée en acier valyrien Pluie Pourpre, la lâme ancestrale de la maison Reyne, puis de la maison Timbal.;;;[This.GetFirstName] blandió la famosa espada Lluvia Roja, la espada ancestral de la casa Reyne, y después de la casa Drumm.;;;;;;;;;x
TOOLTIPfuneralWIDOWSWAIL;[This.GetFirstName] wielded the Valyrian steel sword Widow's Wail, a longsword forged on orders of Tywin Lannister from the blade Ice;[This.GetFirstName] maniait la fameuse épée en acier valyrien Pleurs-de-Veuves, une lâme forgée sur ordre de Tywin Lannister à partir de l'épée Glace.;;;[This.GetFirstName] blandió la famosa espada Lamento de Viuda, una espada forjada por orden de Tywin Lannister a partir de la espada Hielo.;;;;;;;;;x
TOOLTIPfuneralOATHKEEPER;[This.GetFirstName] wielded the Valyrian steel sword Oathkeeper, a longsword forged on orders of Tywin Lannister from the blade Ice;[This.GetFirstName] maniait la fameuse épée en acier valyrien Féale, une lâme forgée sur ordre de Tywin Lannister à partir de l'épée Glace.;;;[This.GetFirstName] blandió la famosa espada Guardajuramentos, una espada forjada por orden de Tywin Lannister a partir de la espada Hielo.;;;;;;;;;x
TOOLTIPfuneralCRABSPINCER;[This.GetFirstName] wielded the Valyrian steel axe Crab's Pincer, the ancestral weapon of House Celtigar;[This.GetFirstName] maniait la fameuse hache en acier valyrien Pince-Crabe, la lâme ancestrale de la maison Celtigar.;;;[This.GetFirstName] blandió la famosa hacha de acero valyrio Pinza de Cangrejo, el hacha ancestral de la casa Celtigar.;;;;;;;;;x
TOOLTIPfuneralSTRANGERSMERCY;[This.GetFirstName] wielded the Valyrian steel sword Stranger's Mercy;[This.GetFirstName] maniait la fameuse hache en acier valyrien Mort-Merci.;;;[This.GetFirstName] blandió la famosa espada de acero valyrio Misericordia del Desconocido.;;;;;;;;;x
TOOLTIPfuneralVIGILANCE;[This.GetFirstName] wielded the valyrian steel sword Vigilance, the ancestral blade of House Hightower;[This.GetFirstName] maniait la fameuse hache en acier valyrien Vigilance, la lâme ancestrale de la maison Hightower.;;;[This.GetFirstName] blandió la famosa espada Vigilancia, la espada ancestral de la casa Hightower.;;;;;;;;;x
TOOLTIPfuneralORPHANMAKER;[This.GetFirstName] wielded the valyrian steel sword Orphan Maker, the ancestral blade of House Roxton;[This.GetFirstName] maniait la fameuse hache en acier valyrien Faiseuse d'Orphelin, la lâme ancestrale de la maison Roxton.;;;[This.GetFirstName] blandió la famosa espada Hacedora de Huérfanos, la espada ancestral de la casa Roxton.;;;;;;;;;x
TOOLTIPfuneralPALEMOON;[This.GetFirstName] wielded the valyrian steel sword Palemoon, the ancestral blade of House Myrth;[This.GetFirstName] maniait la fameuse hache en acier valyrien Lunepale, la lâme ancestrale de la maison Myrth.;;;[This.GetFirstName] blandió la famosa espada Lunapálida, la espada ancestral de la casa Myrth.;;;;;;;;;x
TOOLTIPfuneralTRUTH;[This.GetFirstName] wielded the valyrian steel sword Truth, the ancestral blade of House Rogare;[This.GetFirstName] maniait la fameuse hache en acier valyrien Vérité, la lâme ancestrale de la maison Rogare.;;;[This.GetFirstName] blandió la famosa espada Verdad, la espada ancestral de la casa Rogare.;;;;;;;;;x
TOOLTIPfuneralLAMENTATION;[This.GetFirstName] wielded the valyrian steel sword Lamentation, the ancestral blade of House Royce;[This.GetFirstName] maniait la fameuse hache en acier valyrien Lamentation, la lâme ancestrale de la maison Royce.;;;[This.GetFirstName] blandió la famosa espada Lamento, la espada ancestral de la casa Royce.;;;;;;;;;x
TOOLTIPfuneralPOISON;[This.GetFirstName] wielded the valyrian steel sword Poison, the ancestral blade of House Vunatis;[This.GetFirstName] maniait la fameuse épée en acier valyrien Poison, la lâme ancestrale de la maison Vunatis.;;;[This.GetFirstName] blandió la famosa espada Veneno, la espada ancestral de la casa Vunatis.;;;;;;;;;x
TOOLTIPfuneralDRAGON;Famously, [This.GetFirstName] was known to be a dragon rider;[This.GetFirstName] était connu pour être un(e) chevaucheur(se) de dragon;;;[This.GetFirstName] fue conocido por ser un jinete de dragón;;;;;;;;;x
TOOLTIPfuneralWOLF;[This.GetFirstName] was known to be the owner of a direwolf;[This.GetFirstName] était connu pour être le maître d'un loup géant;;;[This.GetFirstName] fue conocido por ser el propietario de un lobo huargo;;;;;;;;;x
opinion_attending_funeral;Attending Funeral;A assisté aux funérailles;;;Asistió al funeral;;;;;;;;;x
opinion_not_attending_funeral;Refused Invite to Funeral;A refusé l'invitation aux funérailles;;;Rechazó la invitación al funeral;;;;;;;;;x
hosting_a_funeral;Holding a Funeral;Organiser des funérailles;;;Organizando un funeral;;;;;;;;;x
held_funeral;Held a Funeral;A organisé des funérailles;;;Organizó un funeral;;;;;;;;;x
TOOLTIPFUNERALGUESTLEAVE;[This.GetTitledFirstNameWithDynasty] leaves\n;[This.GetTitledFirstNameWithDynasty] s'en va\n;;;;;;;;;;;;x
TOOLTIPFUNERALGUESTLEAVEB;Your guests leave.\n;Vos invités s'en vont.\n;;;;;;;;;;;;x
